,ta,tw
2009-03-04,-3.517,0.59
2009-03-05,-3.165,0.56
2009-03-06,-2.487,0.63
2009-03-07,-2.058,0.72
2009-03-08,-1.508,0.72
2009-03-09,-2.266,0.79
2009-03-10,-2.332,0.79
2009-03-11,-2.329,0.78
2009-03-12,-2.165,0.78
2009-03-13,-1.282,0.79
2009-03-14,-1.336,0.81
2009-03-15,-1.833,0.83
2009-03-16,-1.481,0.84
2009-03-17,-0.942,0.84
2009-03-18,-1.005,0.84
2009-03-19,-0.816,0.84
2009-03-20,-0.024,0.82
2009-03-21,0.522,0.84
2009-03-22,-0.063,0.86
2009-03-23,-0.295,0.86
2009-03-24,0.383,0.85
2009-03-25,1.24,0.85
2009-03-26,0.889,0.85
2009-03-27,0.867,0.84
2009-03-28,1.022,0.82
2009-03-29,0.557,0.83
2009-03-30,0.269,0.86
2009-03-31,0.959,0.89
2009-04-01,0.926,0.93
2009-04-02,0.972,0.96
2009-04-03,0.881,0.98
2009-04-04,1.91,1.0
2009-04-05,2.195,1.01
2009-04-06,2.538,1.05
2009-04-07,2.47,1.1
2009-04-08,3.046,1.14
2009-04-09,2.844,1.15
2009-04-10,2.264,1.17
2009-04-11,2.107,1.21
2009-04-12,3.225,1.26
2009-04-13,3.357,1.3
2009-04-14,4.023,1.36
2009-04-15,3.56,1.46
2009-04-16,3.566,1.49
2009-04-17,4.141,1.5
2009-04-18,4.339,1.48
2009-04-19,4.338,1.51
2009-04-20,4.583,1.54
2009-04-21,3.808,1.56
2009-04-22,3.569,1.56
2009-04-23,4.582,1.59
2009-04-24,4.724,1.73
2009-04-25,4.791,1.88
2009-04-26,5.314,1.93
2009-04-27,5.795,1.98
2009-04-28,6.09,2.02
2009-04-29,5.909,1.96
2009-04-30,5.401,2.02
2009-05-01,5.846,2.12
2009-05-02,6.812,2.2
2009-05-03,7.703,2.36
2009-05-04,6.901,2.57
2009-05-05,6.185,2.65
2009-05-06,6.097,2.72
2009-05-07,6.075,2.74
2009-05-08,6.44,2.65
2009-05-09,6.602,2.59
2009-05-10,7.146,2.58
2009-05-11,6.859,2.61
2009-05-12,6.876,2.64
2009-05-13,7.346,2.75
2009-05-14,7.972,2.82
2009-05-15,7.984,2.9
2009-05-16,8.7,2.96
2009-05-17,8.814,2.97
2009-05-18,7.986,3.05
2009-05-19,7.48,3.25
2009-05-20,7.638,3.51
2009-05-21,8.778,3.55
2009-05-22,9.534,3.55
2009-05-23,10.112,3.57
2009-05-24,11.156,3.57
2009-05-25,10.932,3.61
2009-05-26,10.056,3.61
2009-05-27,9.714,3.67
2009-05-28,9.034,3.73
2009-05-29,9.883,3.73
2009-05-30,9.734,3.72
2009-05-31,10.746,3.67
2009-06-01,10.138,3.69
2009-06-02,9.701,3.72
2009-06-03,9.753,3.84
2009-06-04,11.193,3.97
2009-06-05,10.873,4.05
2009-06-06,11.304,4.08
2009-06-07,11.858,4.2
2009-06-08,12.164,4.36
2009-06-09,12.48,4.53
2009-06-10,12.115,4.75
2009-06-11,12.242,4.91
2009-06-12,12.382,5.08
2009-06-13,12.783,5.31
2009-06-14,12.957,5.6
2009-06-15,13.241,5.76
2009-06-16,13.675,5.96
2009-06-17,13.57,6.25
2009-06-18,13.682,6.64
2009-06-19,13.838,7.35
2009-06-20,14.668,8.23
2009-06-21,13.526,8.34
2009-06-22,12.535,8.42
2009-06-23,12.789,8.62
2009-06-24,12.778,8.37
2009-06-25,12.585,8.14
2009-06-26,13.473,8.04
2009-06-27,14.33,7.89
2009-06-28,14.046,7.74
2009-06-29,14.078,7.56
2009-06-30,14.396,7.34
2009-07-01,14.337,7.2
2009-07-02,14.534,7.15
2009-07-03,14.484,7.17
2009-07-04,14.349,7.3
2009-07-05,14.394,7.33
2009-07-06,14.751,7.29
2009-07-07,14.735,7.35
2009-07-08,14.387,7.59
2009-07-09,14.547,7.81
2009-07-10,15.778,7.85
2009-07-11,16.059,7.74
2009-07-12,16.038,7.78
2009-07-13,15.483,7.94
2009-07-14,15.251,8.17
2009-07-15,14.967,8.37
2009-07-16,15.441,8.49
2009-07-17,16.547,8.72
2009-07-18,16.683,9.0
2009-07-19,16.978,9.25
2009-07-20,16.814,9.48
2009-07-21,16.43,9.74
2009-07-22,16.546,10.1
2009-07-23,16.285,10.36
2009-07-24,16.682,10.58
2009-07-25,17.699,10.77
2009-07-26,17.364,10.95
2009-07-27,19.3,11.05
2009-07-28,16.775,10.97
2009-07-29,14.575,10.84
2009-07-30,15.796,10.83
2009-07-31,14.23,10.8
2009-08-01,15.383,10.5
2009-08-02,14.471,10.27
2009-08-03,15.908,10.47
2009-08-04,15.721,10.56
2009-08-05,14.871,10.59
2009-08-06,14.571,10.72
2009-08-07,15.675,11.07
2009-08-08,15.096,11.67
2009-08-09,17.267,12.47
2009-08-10,16.788,13.19
2009-08-11,14.026,13.74
2009-08-12,19.071,14.28
2009-08-13,21.746,14.65
2009-08-14,19.404,14.84
2009-08-15,21.037,14.89
2009-08-16,20.387,14.62
2009-08-17,20.279,14.3
2009-08-18,17.537,14.01
2009-08-19,16.546,13.76
2009-08-20,16.058,13.55
2009-08-21,13.579,13.3
2009-08-22,12.183,13.17
2009-08-23,12.254,13.26
2009-08-24,15.437,13.37
2009-08-25,17.471,13.42
2009-08-26,13.442,13.45
2009-08-27,14.083,13.47
2009-08-28,14.579,13.37
2009-08-29,12.621,13.17
2009-08-30,12.242,13.11
2009-08-31,14.2,13.28
2009-09-01,15.967,13.54
2009-09-02,15.829,13.92
2009-09-03,16.45,14.3
2009-09-04,17.008,14.78
2009-09-05,16.788,15.18
2009-09-06,17.858,15.41
2009-09-07,18.725,15.67
2009-09-08,17.196,15.92
2009-09-09,18.221,16.08
2009-09-10,19.012,16.3
2009-09-11,18.808,16.58
2009-09-12,19.108,16.7
2009-09-13,17.329,16.75
2009-09-14,18.088,16.76
2009-09-15,16.887,16.58
2009-09-16,13.979,16.2
2009-09-17,16.012,15.93
2009-09-18,13.908,15.81
2009-09-19,13.538,15.77
2009-09-20,16.996,15.8
2009-09-21,15.333,15.84
2009-09-22,16.45,15.82
2009-09-23,16.279,15.82
2009-09-24,16.087,15.78
2009-09-25,15.575,15.65
2009-09-26,15.771,15.38
2009-09-27,16.117,14.88
2009-09-28,12.762,13.96
2009-09-29,7.142,12.88
2009-09-30,5.854,12.26
2009-10-01,7.296,12.04
2009-10-02,8.058,12.05
2009-10-03,8.675,12.02
2009-10-04,9.287,11.47
2009-10-05,9.35,10.98
2009-10-06,9.2,10.73
2009-10-07,7.758,10.58
2009-10-08,9.838,10.44
2009-10-09,7.313,10.25
2009-10-10,4.725,10.03
2009-10-11,3.804,9.64
2009-10-12,4.204,9.23
2009-10-13,3.821,8.95
2009-10-14,4.05,8.84
2009-10-15,2.321,8.79
2009-10-16,3.154,8.76
2009-10-17,3.987,8.76
2009-10-18,7.067,8.7
2009-10-19,9.6,8.63
2009-10-20,6.862,8.55
2009-10-21,5.371,8.45
2009-10-22,2.85,8.32
2009-10-23,3.571,8.21
2009-10-24,3.492,8.08
2009-10-25,4.508,8.03
2009-10-26,5.608,8.03
2009-10-27,7.15,8.04
2009-10-28,7.321,8.03
2009-10-29,8.092,7.94
2009-10-30,10.138,7.78
2009-10-31,7.313,7.59
2009-11-01,5.196,7.46
2009-11-02,6.521,7.39
2009-11-03,2.988,7.33
2009-11-04,4.688,7.29
2009-11-05,3.412,7.28
2009-11-06,3.829,7.32
2009-11-07,9.079,7.36
2009-11-08,9.613,7.25
2009-11-09,8.021,7.1
2009-11-10,7.358,7.07
2009-11-11,7.004,7.05
2009-11-12,7.329,6.99
2009-11-13,8.129,6.89
2009-11-14,7.767,6.8
2009-11-15,4.971,6.73
2009-11-16,5.371,6.7
2009-11-17,5.054,6.74
2009-11-18,5.45,6.81
2009-11-19,6.475,6.78
2009-11-20,6.587,6.71
2009-11-21,5.825,6.63
2009-11-22,6.963,6.61
2009-11-23,7.425,6.61
2009-11-24,6.433,6.62
2009-11-25,6.379,6.62
2009-11-26,3.454,6.58
2009-11-27,-0.067,6.49
2009-11-28,2.575,6.35
2009-11-29,2.104,6.2
2009-11-30,2.758,6.17
2009-12-01,2.246,6.07
2009-12-02,2.767,5.83
2009-12-03,-2.404,5.67
2009-12-04,-3.287,5.5
2009-12-05,-4.071,5.36
2009-12-06,-3.958,5.27
2009-12-07,-2.975,4.76
2009-12-08,-4.537,4.61
2009-12-09,-3.171,4.47
2009-12-10,-8.646,4.37
2009-12-11,-9.896,4.28
2009-12-12,-4.717,4.18
2009-12-13,-3.596,4.1
2009-12-14,-5.9,4.04
2009-12-15,-8.421,3.96
2009-12-16,-8.833,3.9
2009-12-17,-4.992,3.87
2009-12-18,-1.004,3.87
2009-12-19,-2.696,3.87
2009-12-20,-6.242,3.86
2009-12-21,-4.258,3.84
2009-12-22,-1.821,3.84
2009-12-23,-2.358,3.85
2009-12-24,-2.296,3.83
2009-12-25,1.046,3.8
2009-12-26,1.379,3.77
2009-12-27,-0.783,3.7
2009-12-28,-4.321,3.66
2009-12-29,-7.413,3.58
2009-12-30,-3.654,3.47
2009-12-31,-4.642,3.37
2010-01-01,-9.037,3.3
2010-01-02,-13.788,3.15
2010-01-03,-10.175,2.99
2010-01-04,-6.905,2.99
2010-01-05,-4.967,2.99
2010-01-06,-4.879,2.96
2010-01-07,-4.75,2.93
2010-01-08,-8.792,2.91
2010-01-09,-6.837,2.87
2010-01-10,-3.971,2.86
2010-01-11,-5.146,2.85
2010-01-12,-5.171,2.86
2010-01-13,-0.879,2.9
2010-01-14,-0.537,2.91
2010-01-15,-0.304,2.89
2010-01-16,2.338,2.9
2010-01-17,2.021,2.9
2010-01-18,0.487,2.84
2010-01-19,-4.875,2.71
2010-01-20,-4.492,2.6
2010-01-21,-1.512,2.56
2010-01-22,0.042,2.55
2010-01-23,0.996,2.55
2010-01-24,2.517,2.53
2010-01-25,2.838,2.48
2010-01-26,-5.733,2.44
2010-01-27,-9.338,2.34
2010-01-28,-13.837,2.24
2010-01-29,-11.675,2.17
2010-01-30,-6.65,2.1
2010-01-31,-7.692,2.0
2010-02-01,-8.367,1.89
2010-02-02,-5.862,1.82
2010-02-03,-6.437,1.79
2010-02-04,-3.046,1.78
2010-02-05,-3.1,1.77
2010-02-06,-5.392,1.76
2010-02-07,-3.904,1.73
2010-02-08,-4.525,1.7
2010-02-09,-5.212,1.65
2010-02-10,-5.638,1.61
2010-02-11,-5.45,1.56
2010-02-12,-4.371,1.53
2010-02-13,-4.096,1.53
2010-02-14,-5.008,1.55
2010-02-15,-3.863,1.57
2010-02-16,-1.942,1.58
2010-02-17,-0.75,1.59
2010-02-18,-0.758,1.57
2010-02-19,-1.063,1.54
2010-02-20,-0.367,1.5
2010-02-21,0.008,1.45
2010-02-22,-0.058,1.45
2010-02-23,-1.104,1.46
2010-02-24,-5.292,1.5
2010-02-25,-7.179,1.52
2010-02-26,-4.242,1.55
2010-02-27,-0.875,1.58
2010-02-28,-0.992,1.6
2010-03-01,-2.929,1.59
2010-03-02,-0.658,1.61
2010-03-03,0.387,1.67
2010-03-04,-0.3,1.93
2010-03-05,-0.458,1.99
2010-03-06,3.75,1.99
2010-03-07,3.904,2.02
2010-03-08,4.425,2.11
2010-03-09,3.571,2.22
2010-03-10,4.433,2.3
2010-03-11,3.721,2.48
2010-03-12,4.25,2.74
2010-03-13,4.333,2.92
2010-03-14,6.062,2.63
2010-03-15,5.658,2.48
2010-03-16,4.221,2.49
2010-03-17,4.9,2.65
2010-03-18,6.612,3.09
2010-03-19,3.55,2.92
2010-03-20,-3.071,2.48
2010-03-21,0.767,2.32
2010-03-22,1.963,2.33
2010-03-23,3.092,2.37
2010-03-24,2.762,2.41
2010-03-25,-5.342,2.59
2010-03-26,-5.987,3.08
2010-03-27,2.163,3.06
2010-03-28,1.442,2.77
2010-03-29,-0.429,2.55
2010-03-30,3.496,2.5
2010-03-31,7.558,2.58
2010-04-01,8.983,2.57
2010-04-02,10.991,2.57
2010-04-03,9.508,2.57
2010-04-04,7.021,2.63
2010-04-05,4.175,2.79
2010-04-06,7.617,2.78
2010-04-07,3.017,2.72
2010-04-08,-0.188,2.69
2010-04-09,-0.242,2.66
2010-04-10,2.604,2.75
2010-04-11,5.765,2.88
2010-04-12,6.168,2.9
2010-04-13,4.374,2.87
2010-04-14,7.158,2.95
2010-04-15,12.575,2.99
2010-04-16,6.226,2.92
2010-04-17,3.438,2.87
2010-04-18,2.487,2.92
2010-04-19,3.879,2.93
2010-04-20,6.046,3.01
2010-04-21,0.571,3.07
2010-04-22,1.7,3.16
2010-04-23,6.396,3.27
2010-04-24,8.183,3.37
2010-04-25,6.792,3.45
2010-04-26,5.9,3.54
2010-04-27,3.454,3.65
2010-04-28,4.617,3.75
2010-04-29,6.796,3.76
2010-04-30,7.409,3.88
2010-05-01,11.804,4.04
2010-05-02,11.543,4.02
2010-05-03,9.304,3.92
2010-05-04,6.871,3.87
2010-05-05,6.558,3.81
2010-05-06,3.079,3.76
2010-05-07,2.179,3.76
2010-05-08,2.367,3.79
2010-05-09,3.267,3.81
2010-05-10,5.358,3.89
2010-05-11,5.413,4.06
2010-05-12,6.667,4.25
2010-05-13,6.529,4.42
2010-05-14,5.763,4.61
2010-05-15,6.242,4.75
2010-05-16,9.196,5.03
2010-05-17,14.267,5.33
2010-05-18,11.679,5.47
2010-05-19,13.617,5.64
2010-05-20,11.321,5.74
2010-05-21,10.554,5.85
2010-05-22,13.146,6.25
2010-05-23,14.008,6.98
2010-05-24,20.162,7.72
2010-05-25,21.175,7.97
2010-05-26,17.075,7.58
2010-05-27,13.846,7.03
2010-05-28,11.596,6.93
2010-05-29,12.033,7.09
2010-05-30,15.825,7.19
2010-05-31,13.554,7.16
2010-06-01,15.159,7.22
2010-06-02,9.583,7.4
2010-06-03,11.233,7.71
2010-06-04,13.004,7.75
2010-06-05,8.013,7.55
2010-06-06,7.542,7.44
2010-06-07,8.308,7.53
2010-06-08,12.337,7.66
2010-06-09,11.467,7.61
2010-06-10,10.075,7.38
2010-06-11,9.571,7.36
2010-06-12,10.396,7.49
2010-06-13,11.408,7.6
2010-06-14,10.617,8.69
2010-06-15,12.379,8.75
2010-06-16,10.125,8.81
2010-06-17,14.85,9.45
2010-06-18,17.271,9.14
2010-06-19,17.371,9.13
2010-06-20,12.263,9.81
2010-06-21,15.321,10.03
2010-06-22,14.754,10.32
2010-06-23,14.071,11.21
2010-06-24,13.721,10.66
2010-06-25,15.2,10.45
2010-06-26,12.955,10.7
2010-06-27,12.892,10.9
2010-06-28,11.642,11.03
2010-06-29,10.525,10.53
2010-06-30,11.858,10.52
2010-07-01,14.129,10.79
2010-07-02,16.429,11.65
2010-07-03,20.742,13.52
2010-07-04,21.813,14.36
2010-07-05,19.2,14.36
2010-07-06,16.721,14.44
2010-07-07,18.742,13.44
2010-07-08,18.371,14.51
2010-07-09,19.938,15.08
2010-07-10,20.691,15.26
2010-07-11,20.358,15.5
2010-07-12,15.908,15.69
2010-07-13,16.492,16.16
2010-07-14,18.896,16.31
2010-07-15,19.538,14.61
2010-07-16,20.25,15.16
2010-07-17,18.409,15.26
2010-07-18,17.0,15.63
2010-07-19,15.854,15.91
2010-07-20,17.033,16.15
2010-07-21,18.342,16.74
2010-07-22,19.408,16.94
2010-07-23,19.05,17.15
2010-07-24,18.143,17.21
2010-07-25,18.521,17.48
2010-07-26,21.567,18.19
2010-07-27,22.483,18.48
2010-07-28,20.417,18.1
2010-07-29,18.014,17.96
2010-07-30,17.992,18.09
2010-07-31,18.725,18.43
2010-08-01,19.842,18.69
2010-08-02,21.748,18.74
2010-08-03,21.279,19.57
2010-08-04,22.263,19.93
2010-08-05,19.708,19.46
2010-08-06,16.504,18.95
2010-08-07,17.446,18.68
2010-08-08,18.308,19.14
2010-08-09,20.117,19.67
2010-08-10,21.296,18.33
2010-08-11,22.525,18.41
2010-08-12,22.325,19.43
2010-08-13,23.108,20.08
2010-08-14,22.004,20.39
2010-08-15,20.438,20.2
2010-08-16,17.229,19.17
2010-08-17,16.171,17.83
2010-08-18,17.096,17.33
2010-08-19,15.962,16.98
2010-08-20,17.304,16.93
2010-08-21,17.592,16.97
2010-08-22,18.13,17.39
2010-08-23,17.883,17.49
2010-08-24,18.992,17.29
2010-08-25,17.079,16.5
2010-08-26,17.212,16.27
2010-08-27,18.908,16.75
2010-08-28,22.537,15.9
2010-08-29,22.158,16.44
2010-08-30,24.238,17.71
2010-08-31,22.817,17.91
2010-09-01,20.435,17.62
2010-09-02,18.104,17.39
2010-09-03,15.5,17.4
2010-09-04,10.258,17.0
2010-09-05,12.433,13.79
2010-09-06,13.983,13.39
2010-09-07,14.479,14.76
2010-09-08,11.729,14.53
2010-09-09,12.517,13.88
2010-09-10,12.3,13.79
2010-09-11,13.95,13.82
2010-09-12,15.896,13.65
2010-09-13,14.442,13.55
2010-09-14,12.067,13.52
2010-09-15,11.637,13.49
2010-09-16,11.05,13.61
2010-09-17,12.792,13.57
2010-09-18,11.804,13.34
2010-09-19,11.604,13.28
2010-09-20,12.15,13.07
2010-09-21,15.738,13.04
2010-09-22,12.454,12.94
2010-09-23,11.842,12.93
2010-09-24,13.533,12.94
2010-09-25,8.621,12.71
2010-09-26,10.933,12.36
2010-09-27,11.775,12.4
2010-09-28,12.046,12.35
2010-09-29,11.383,12.28
2010-09-30,13.008,12.12
2010-10-01,11.321,12.1
2010-10-02,7.304,12.08
2010-10-03,9.492,12.01
2010-10-04,11.067,12.11
2010-10-05,12.583,12.33
2010-10-06,13.7,12.38
2010-10-07,13.954,12.33
2010-10-08,15.479,12.5
2010-10-09,12.479,12.45
2010-10-10,12.658,12.35
2010-10-11,10.379,12.33
2010-10-12,10.017,12.25
2010-10-13,12.117,12.15
2010-10-14,11.917,12.09
2010-10-15,10.188,12.11
2010-10-16,11.367,12.14
2010-10-17,10.175,11.82
2010-10-18,8.542,11.77
2010-10-19,9.188,11.6
2010-10-20,10.437,11.54
2010-10-21,4.938,11.42
2010-10-22,8.146,11.14
2010-10-23,10.292,10.73
2010-10-24,9.792,10.7
2010-10-25,10.525,10.7
2010-10-26,12.692,10.69
2010-10-27,7.662,10.6
2010-10-28,5.342,10.5
2010-10-29,4.462,9.39
2010-10-30,5.483,8.85
2010-10-31,4.433,8.73
2010-11-01,5.625,8.75
2010-11-02,7.579,8.66
2010-11-03,8.233,8.66
2010-11-04,5.342,8.56
2010-11-05,-0.525,8.55
2010-11-06,3.908,8.29
2010-11-07,7.946,8.2
2010-11-08,7.621,8.26
2010-11-09,8.312,8.37
2010-11-10,8.479,8.37
2010-11-11,9.233,8.22
2010-11-12,7.367,8.13
2010-11-13,4.808,8.15
2010-11-14,5.237,8.18
2010-11-15,2.312,8.19
2010-11-16,4.583,8.18
2010-11-17,5.233,7.97
2010-11-18,-1.158,7.93
2010-11-19,0.158,7.74
2010-11-20,-3.004,7.43
2010-11-21,0.212,7.43
2010-11-22,4.171,7.17
2010-11-23,-0.229,6.99
2010-11-24,-1.321,6.72
2010-11-25,1.183,6.71
2010-11-26,-5.025,6.66
2010-11-27,-0.263,6.46
2010-11-28,0.154,6.02
2010-11-29,4.796,6.0
2010-11-30,5.579,5.98
2010-12-01,-0.046,5.98
2010-12-02,-2.825,5.97
2010-12-03,-3.312,5.79
2010-12-04,-2.762,5.57
2010-12-05,-3.846,5.54
2010-12-06,-5.821,5.5
2010-12-07,-7.567,5.34
2010-12-08,-7.625,5.27
2010-12-09,-5.325,5.12
2010-12-10,-2.612,5.1
2010-12-11,-5.383,5.08
2010-12-12,-7.896,5.03
2010-12-13,-11.338,4.92
2010-12-14,-8.742,4.62
2010-12-15,-5.633,4.29
2010-12-16,-3.312,4.26
2010-12-17,-2.917,4.27
2010-12-18,-3.929,4.27
2010-12-19,-2.517,4.27
2010-12-20,-1.142,4.11
2010-12-21,-0.225,4.0
2010-12-22,-0.633,4.01
2010-12-23,-1.996,3.99
2010-12-24,-1.167,3.97
2010-12-25,-1.946,3.98
2010-12-26,-3.762,3.93
2010-12-27,-3.133,3.78
2010-12-28,-1.221,3.85
2010-12-29,2.75,3.83
2010-12-30,3.221,3.82
2010-12-31,2.808,3.83
2011-01-01,-2.188,3.65
2011-01-02,-8.158,3.6
2011-01-03,-5.783,3.57
2011-01-04,-5.421,3.55
2011-01-05,-5.037,3.53
2011-01-06,-6.267,3.49
2011-01-07,-8.296,3.45
2011-01-08,-6.142,3.33
2011-01-09,-5.258,3.25
2011-01-10,-3.467,3.2
2011-01-11,-3.383,3.16
2011-01-12,-4.342,3.14
2011-01-13,-5.583,3.1
2011-01-14,-4.592,3.04
2011-01-15,-6.642,2.99
2011-01-16,-11.408,2.95
2011-01-17,-6.6,2.92
2011-01-18,-7.483,2.91
2011-01-19,-10.067,2.87
2011-01-20,-7.779,2.78
2011-01-21,-14.733,2.55
2011-01-22,-11.7,2.38
2011-01-23,-13.375,2.04
2011-01-24,-6.867,1.79
2011-01-25,-4.775,1.72
2011-01-26,-3.938,1.69
2011-01-27,-3.838,1.68
2011-01-28,-8.15,1.68
2011-01-29,-7.617,1.67
2011-01-30,-9.317,1.65
2011-01-31,-10.104,1.63
2011-02-01,-7.825,1.58
2011-02-02,-7.212,1.56
2011-02-03,-5.275,1.55
2011-02-04,-2.042,1.56
2011-02-05,-0.15,1.56
2011-02-06,-5.033,1.52
2011-02-07,-9.988,1.65
2011-02-08,-11.329,1.64
2011-02-09,-10.446,1.6
2011-02-10,-11.7,1.55
2011-02-11,-8.025,1.54
2011-02-12,-5.713,1.58
2011-02-13,-0.171,1.63
2011-02-14,-3.379,1.69
2011-02-15,-1.154,1.75
2011-02-16,2.867,1.8
2011-02-17,3.642,1.8
2011-02-18,-1.387,1.73
2011-02-19,-8.35,1.64
2011-02-20,-5.512,1.59
2011-02-21,-8.796,1.56
2011-02-22,-6.158,1.54
2011-02-23,-3.8,1.55
2011-02-24,-2.237,1.57
2011-02-25,-9.438,1.55
2011-02-26,-10.529,1.51
2011-02-27,-8.588,1.35
2011-02-28,-5.067,1.28
2011-03-01,-1.637,1.27
2011-03-02,-9.6,1.26
2011-03-03,-6.937,1.24
2011-03-04,-1.587,1.21
2011-03-05,-5.346,1.17
2011-03-06,-7.708,1.16
2011-03-07,-5.204,1.15
2011-03-08,-1.654,1.18
2011-03-09,-0.808,1.21
2011-03-10,-0.658,1.24
2011-03-11,0.129,1.24
2011-03-12,-0.329,1.21
2011-03-13,-2.083,1.16
2011-03-14,-1.346,1.13
2011-03-15,2.663,1.14
2011-03-16,3.1,1.15
2011-03-17,3.938,1.15
2011-03-18,-2.708,1.14
2011-03-19,-2.946,1.14
2011-03-20,0.533,1.16
2011-03-21,0.892,1.19
2011-03-22,-1.708,1.22
2011-03-23,-5.392,1.25
2011-03-24,-7.425,1.23
2011-03-25,-7.346,1.19
2011-03-26,-6.925,1.15
2011-03-27,-5.75,1.14
2011-03-28,-2.438,1.16
2011-03-29,-0.404,1.19
2011-03-30,0.079,1.25
2011-03-31,0.296,1.32
2011-04-01,1.383,1.4
2011-04-02,1.55,1.47
2011-04-03,2.283,1.52
2011-04-04,0.446,1.6
2011-04-05,-0.012,1.65
2011-04-06,0.413,1.7
2011-04-07,2.1,1.78
2011-04-08,5.287,1.84
2011-04-09,5.917,1.87
2011-04-10,5.85,1.93
2011-04-11,5.929,2.02
2011-04-12,8.004,2.04
2011-04-13,5.883,1.94
2011-04-14,-2.954,1.88
2011-04-15,0.346,1.89
2011-04-16,0.95,1.91
2011-04-17,-2.654,1.92
2011-04-18,-2.9,1.91
2011-04-19,-1.021,1.93
2011-04-20,1.717,2.05
2011-04-21,2.417,2.15
2011-04-22,3.446,2.18
2011-04-23,1.708,2.19
2011-04-24,5.212,2.24
2011-04-25,8.079,2.33
2011-04-26,3.754,2.35
2011-04-27,1.754,2.38
2011-04-28,2.238,2.43
2011-04-29,5.288,2.47
2011-04-30,6.121,2.46
2011-05-01,5.854,2.49
2011-05-02,1.437,2.56
2011-05-03,1.613,2.62
2011-05-04,4.812,2.68
2011-05-05,8.317,2.7
2011-05-06,3.704,2.71
2011-05-07,5.458,2.75
2011-05-08,6.767,2.82
2011-05-09,10.267,3.0
2011-05-10,6.483,3.33
2011-05-11,8.721,3.62
2011-05-12,11.252,3.57
2011-05-13,4.621,3.39
2011-05-14,4.567,3.28
2011-05-15,4.75,3.29
2011-05-16,3.421,3.38
2011-05-17,5.562,3.43
2011-05-18,7.633,3.48
2011-05-19,9.246,3.52
2011-05-20,9.858,3.59
2011-05-21,10.825,3.6
2011-05-22,14.174,3.62
2011-05-23,10.917,3.62
2011-05-24,3.579,3.59
2011-05-25,4.122,3.62
2011-05-26,3.204,3.68
2011-05-27,3.912,3.73
2011-05-28,7.8,3.94
2011-05-29,10.257,4.19
2011-05-30,9.642,4.45
2011-05-31,15.492,4.6
2011-06-01,10.046,4.48
2011-06-02,7.842,4.5
2011-06-03,9.171,4.88
2011-06-04,16.046,5.18
2011-06-05,11.317,5.23
2011-06-06,12.487,5.6
2011-06-07,10.775,5.72
2011-06-08,11.755,5.57
2011-06-09,5.075,5.22
2011-06-10,5.921,5.11
2011-06-11,6.867,5.06
2011-06-12,9.637,5.06
2011-06-13,12.754,5.23
2011-06-14,13.948,5.52
2011-06-15,13.267,5.75
2011-06-16,12.513,5.96
2011-06-17,10.004,6.2
2011-06-18,10.263,6.18
2011-06-19,9.258,6.08
2011-06-20,9.375,6.08
2011-06-21,10.287,6.12
2011-06-22,8.729,6.33
2011-06-23,7.496,6.51
2011-06-24,8.187,6.61
2011-06-25,13.492,6.68
2011-06-26,15.3,6.74
2011-06-27,15.522,6.76
2011-06-28,9.629,6.62
2011-06-29,10.238,6.69
2011-06-30,14.404,7.26
2011-07-01,16.746,7.79
2011-07-02,18.771,7.92
2011-07-03,18.508,7.91
2011-07-04,17.613,8.42
2011-07-05,16.168,9.09
2011-07-06,13.579,9.44
2011-07-07,16.567,9.65
2011-07-08,13.796,9.92
2011-07-09,13.774,10.3
2011-07-10,20.391,10.8
2011-07-11,17.361,10.93
2011-07-12,15.867,10.8
2011-07-13,10.512,10.93
2011-07-14,12.654,11.53
2011-07-15,16.167,12.54
2011-07-16,19.795,13.53
2011-07-17,22.475,14.21
2011-07-18,18.767,14.54
2011-07-19,15.887,14.49
2011-07-20,20.933,14.06
2011-07-21,19.188,13.55
2011-07-22,22.796,13.51
2011-07-23,14.217,13.5
2011-07-24,12.874,13.39
2011-07-25,15.987,13.4
2011-07-26,14.517,13.53
2011-07-27,15.658,13.92
2011-07-28,20.487,14.39
2011-07-29,20.938,14.66
2011-07-30,21.954,14.99
2011-07-31,20.174,15.45
2011-08-01,20.262,15.83
2011-08-02,20.733,16.21
2011-08-03,16.929,16.6
2011-08-04,20.762,16.96
2011-08-05,22.121,17.38
2011-08-06,20.055,17.53
2011-08-07,17.357,17.51
2011-08-08,18.783,17.3
2011-08-09,18.871,16.64
2011-08-10,15.325,15.92
2011-08-11,17.387,15.89
2011-08-12,19.567,16.21
2011-08-13,15.771,16.56
2011-08-14,16.487,16.88
2011-08-15,18.05,17.23
2011-08-16,18.97,17.37
2011-08-17,20.129,17.11
2011-08-18,19.433,16.9
2011-08-19,20.171,16.83
2011-08-20,17.854,16.7
2011-08-21,16.042,16.6
2011-08-22,16.762,16.55
2011-08-23,20.063,16.53
2011-08-24,19.448,16.21
2011-08-25,16.133,15.91
2011-08-26,18.2,15.88
2011-08-27,17.379,15.94
2011-08-28,17.133,16.08
2011-08-29,18.558,16.12
2011-08-30,17.55,16.15
2011-08-31,17.337,16.32
2011-09-01,18.629,16.57
2011-09-02,20.377,16.59
2011-09-03,17.629,16.42
2011-09-04,15.254,16.17
2011-09-05,10.783,15.93
2011-09-06,11.829,15.92
